제목,시작일,종료일,장소,장르,출연진_원본,제작진_원본,관람연령,런타임,기획제작사,상태,포스터URL,KOPIS_ID
"빨간 우울 [대학로]","2026.07.15","2026.07.19","소극장 혜화당 (구. 까망소극장) (소극장 혜화당 (구. 까망소극장) )","연극","신정연, 양믿음, 이수영, 조형락","이수영, 장우재, 이유정 등","만 14세 이상","1시간 10분","극단 이와삼, 극단 이와삼","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295081_260702_105139.gif","PF295081"
"나의 네버랜드를 위하여 [진주]","2026.08.02","2026.08.02","현장아트홀 (현장아트홀)","연극","최형서, 배서영, 홍도연, 채민경, 임경원, 박소연, 현명정 등","하효정, 현명정, 박규민 등","만 11세 이상","1시간 20분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295077_260702_103535.jpg","PF295077"
"내 마음의 안나푸르나 [울산]","2026.07.10","2026.07.12","아트홀 마당 (아트홀 마당)","연극","황인준, 구경영, 김호성, 조아라, 김다원, 노태준","박춘근, 김정민, 김유진 등","만 13세 이상","1시간 10분","극단 울산","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295076_260702_103238.png","PF295076"
"제36회 거창국제연극제, 수상한 제삿날 (08.04)","2026.08.04","2026.08.04","거창연극고등학교 (가온극장)","연극","민대식, 최정아, 정가람, 오현범, 김신아, 최자인, 김선표 등","정가람, 이훈호, 김소정 등","만 4세 이상","1시간 30분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295074_260702_102552.jpg","PF295074"
"머메이드 점핑 피날레","2026.07.05","2026.07.05","서강대 메리홀 (소극장)","연극","김단우, 김휘훈, 박지연, 배소현, 이수연, 유하영, 차유빈 등","양정인, 손원정, 신지수 등","만 7세 이상","45분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295073_260702_102551.png","PF295073"
"꿀잼연극 시리즈 4. 님은 먼곳에 [청주]","2026.09.11","2026.09.12","청주예술의전당 (대공연장)","연극","최주봉, 이은희","","만 8세 이상","1시간 40분","","공연예정","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295070_260702_102015.png","PF295070"
"엄마, 소풍가자 [울산 북구]","2026.04.30","2026.04.30","울산북구문화예술회관 (공연장)","연극","","","전체 관람가","1시간 10분","극단 물의진화","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295064_260701_151346.png","PF295064"
"분장실 [전주]","2026.07.18","2026.07.18","전주한벽문화관 (한벽공연장)","연극","송옥숙, 이일화, 서영희, 박정원","윤서현, 복영한, 박병건 등","만 14세 이상","1시간 10분","(주)T2N미디어 (티투엔미디어), 라이노컴퍼니(구. 극단 셰익스피어), 피에이치이엔엠(PH E&M)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295060_260701_145406.jpg","PF295060"
"제10회 미스터리 스릴러전, 셜록 홈즈","2026.07.22","2026.07.26","소극장 혜화당 (구. 까망소극장) (소극장 혜화당 (구. 까망소극장) )","연극","이은정, 김혜진, 임수만, 윤해수, 하연주, 김근하, 이수연 등","한윤서, 정이수, 곽영신 등","만 11세 이상","1시간 20분","소극장 혜화당, 프로젝트 한","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295056_260701_143418.gif","PF295056"
"경기 영유아 공연 페스티벌, 엄마랑 아기랑: Picnic, 무수비좌 [수원]","2026.07.14","2026.07.15","경기아트센터(구. 경기도문화의전당) (컨벤션홀)","연극","","","전체 관람가","45분","(재)경기아트센터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295049_260701_141148.gif","PF295049"
"손 없는 색시 [완주]","2026.07.18","2026.07.18","완주향토예술문화회관 (공연장)","연극","김다영, 박선민, 박형채, 설재영, 김모은, 한승효, 김하영","조현산, 류지연, 정재환 등","만 7세 이상","1시간 15분","예술무대산","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295043_260701_134839.jpg","PF295043"
"사실은","2026.07.14","2026.07.19","다케이씨어터 (구. 창조소극장)  (다케이씨어터 (구. 창조소극장) )","연극","강채린, 최재영, 서진리, 편해준, 구도형, 김성식, 한현주 등","","만 12세 이상","1시간 30분","컴퍼니 우(company woo), 컴퍼니 우(company woo)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295036_260701_133438.gif","PF295036"
"제10회 미스터리 스릴러전, 헨젤과 그레텔","2026.07.29","2026.08.02","소극장 혜화당 (구. 까망소극장) (소극장 혜화당 (구. 까망소극장) )","연극","정태구, 김도하, 전영준, 조연선, 최희정","강세영, 전영준, 방준식 등","만 14세 이상","1시간 10분","소극장 혜화당, 예술단체 화로","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295034_260701_133020.gif","PF295034"
"버지니아 사건파일 [하남]","2026.07.25","2026.07.26","하남문화예술회관 (아랑홀(소극장))","연극","윤상영, 서예준, 박성재, 정다은, 송아란, 강민서, 임재원","왕은비, 강미래, 김재준 등","만 13세 이상","1시간 10분","극단 아름","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295033_260701_132351.jpg","PF295033"
"경기 영유아 공연 페스티벌 (G-ARTS FESTIVAL) : 엄마랑 아기랑, DAMUZA: Me, You and That [수원]","2026.07.23","2026.07.24","경기아트센터(구. 경기도문화의전당) (컨벤션홀)","연극","","","전체 관람가","35분","(재)경기아트센터, DAMÚZA(DAMUZA) [체코]","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295032_260701_132121.gif","PF295032"
"국립청년극단, 헤파이스토스 로미오와 줄리엣 [정선]","2026.07.31","2026.08.01","정선문화예술회관 (정선문화예술회관)","연극","김빛나, 김윤서, 박상윤, 심효민, 윤방, 이서한, 이현우 등","신진호, 최태용, 김성구 등","만 7세 이상","1시간 30분","(재) 국립극단, (주)원앤원엔터테인먼트","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295020_260701_130140.jpg","PF295020"
"치킨 리틀 신드롬 [파주]","2026.07.29","2026.07.29","파주시민회관 (소공연장)","연극","이종열, 남규태, 문정웅","정세영, 이재민","만 14세 이상","1시간","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295019_260701_125819.jpg","PF295019"
"푸른점의 진주","2026.09.12","2026.09.19","서강대 메리홀 (대극장)","연극","김지은, 정성호, 이재희, 전현아, 김진영, 윤종훈, 송현섭 등","이가을, 박장렬, 배선애 등","만 15세 이상","2시간 15분","연극집단 반, 주식회사 코스타","공연예정","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295017_260724_131339.png","PF295017"
"피그말리온들 [세종]","2026.07.27","2026.07.27","비오케이아트센터(BOK아트센터) (다목적공연장)","연극","박정은, 이상원, 한채연, 류서진, 이가은 ,장문기, 한지윤","이승훈, 이서진, 이가람 등","만 15세 이상","1시간 15분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295001_260701_110916.png","PF295001"
"제8회 페미니즘 연극제, 안녕의 주기","2026.07.04","2026.07.04","대학로예술극장 (씨어터광장)","연극","정대진","나희경, 이연주, 이도원 등","만 7세 이상","4시간","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294997_260701_105737.jpg","PF294997"
"ACC X 몽골 국립아동청소년극장, 일곱 개의 태양","2026.07.25","2026.07.26","국립아시아문화전당 (어린이극장)","연극","하삭후 아쯔보양, 뭉흐밭 자르갈랑, 김지윤","김민정, 해미 클레멘새비츠, 두게르자브 엇게를 등","48개월 이상","50분","국립아시아문화전당, 몽골 국립어린이청소년극장","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294994_260701_104553.jpg","PF294994"
"코다 [서울 성북]","2026.07.22","2026.07.26","소극장 성북오름 (소극장 성북오름)","연극","나종건, 신제아, 박유진, 양지혜, 이주원, 이찬민, 조하영 등","장지은, 장지영, 이찬민 등","만 8세 이상","1시간 20분","극단 청사진","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294985_260701_102757.jpg","PF294985"
"사형수 김대중 [부천]","2026.07.03","2026.07.03","오정아트홀 (오정아트홀)","연극","오성완, 양상아, 박상규, 오일룡, 이봉하, 조하석, 김보겸 등","","만 12세 이상","1시간 40분","(재)경기아트센터, 푸른연극마을","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294983_260701_102320.gif","PF294983"
"마산시절 [창원]","2026.07.11","2026.07.12","마산문화예술센터 시민극장 (마산문화예술센터 시민극장)","연극","김유경, 김정인, 김정환, 김종찬, 류호영, 박주영, 빈상욱 등","차현석, 이혜지, 김칠현 등","만 10세 이상","1시간 30분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294980_260701_101824.jpg","PF294980"
"되살아난 시체의 존엄성에 대한 소고 [대학로]","2026.07.10","2026.07.17","로비 바이 컨템포러리 테일즈 (로비 바이 컨템포러리 테일즈(B1))","연극","이수진, 김평조, 이도영, 장원혁, 민현기, 박하정, 이수경 등","표상아, 한혜신, 임건우 등","만 16세 이상","1시간 25분","극단 이면:지","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294954_260630_132610.jpg","PF294954"
"쇄골에 천사가 잠들고 있다 [대학로]","2026.07.30","2026.09.27","예그린씨어터 (예그린씨어터)","연극","유희제, 김동준, 허영손, 도예준, 윤지현, 김서환, 임찬민 등","변영진, 고가윤미, 유희제 등","만 15세 이상","1시간 50분","극단 불의전차, 불의전차","공연중","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294932_260630_110953.jpg","PF294932"
"공부의 신 [대학로]","2026.08.07","2026.08.30","업스테이지 (UP Stage) (업스테이지 (UP Stage) )","연극","우두연, 호천, 김권, 류한선, 김윤미, 김리나, 이윤미 등","진종현, 박종훈, 박상철 등","만 7세 이상","1시간 10분","위로컴퍼니, 위로컴퍼니, 위로팩토리","공연중","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294927_260630_105831.gif","PF294927"
"크리미널 시즌4 [영주]","2026.07.11","2026.07.11","영주문화예술회관 (까치홀)","연극","이원혁, 김현진, 김현아, 허유나, 박세은, 차민수, 류시우 등","","만 13세 이상","1시간 40분","극단 쉼터, 영주문화예술회관","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294914_260630_102532.jpg","PF294914"
"광주시립극단 출장연극시리즈, 오스카와 장미할머니 [광주 광산]","2026.07.29","2026.07.29","광산문화예술회관 (공연장)","연극","양선아, 윤미란, 김여름, 정일행, 조아라","김지훈, 김명대, 신지호 등","만 4세 이상","1시간","광산구청, 광주시립극단","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294907_260630_100538.jpg","PF294907"
"송화가루","2026.07.26","2026.08.02","대학로예술극장 (소극장)","연극","이유진, 김예진, 박지영, 하예은, 윤수인, 이수진, 공아름 등","최재영, 홍혜련, 전준구 등","만 13세 이상","2시간","극단 춤추어라 빨간구두야, 극단 춤추어라 빨간구두야","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294868_260629_155950.gif","PF294868"
"인사이드 더 플레이: 데스게임 [서울 중구]","2026.07.17","2026.11.01","롯데시네마 에비뉴엘 [서울 중구] (롯데시네마 에비뉴엘)","연극","고준혁, 이도경, 조성석, 맹시현, 주해연, 하새연, 고윤정 등","안리준, 김결, 맹수진 등","만 14세 이상","1시간 30분","롯데컬처웍스, 리미널 그리드(LIMINAL GRID), 리미널 그리드(LIMINAL GRID)","공연중","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294866_260629_155229.jpg","PF294866"
"스캐터코퍼 시즌13","2026.08.05","2026.08.09","대학로 이음센터(한국장애인문화예술원) (이음홀)","연극","이태경, 조하연, 양진우, 안희정, 최하영, 김민지","김은균, 임밀, 선명주 등","만 12세 이상","1시간","고온문화예술, 극단 삼사오, 함께걷는사람들","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294862_260629_154058.gif","PF294862"
"아우라지 동백 [대학로]","2026.06.27","2026.06.27","서울문화재단 대학로극장 쿼드 (예술청) (프로젝트룸 (5층) )","연극","최솔, 박지윤, 정슬아, 이판도, 이예림, 황동빈","","전체 관람가","1시간 30분","탄성연기스튜디오","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294860_260629_153939.gif","PF294860"
"답장 좀 해 [인천]","2026.07.24","2026.07.26","신포아트홀 (신포아트홀)","연극","김규리, 김민혜, 남재국, 백소정, 최진희","조냇물, 이단비, 유예찬 등","만 13세 이상","1시간 20분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294844_260629_150435.png","PF294844"
"그때, 변홍례 [서울 성북]","2026.07.24","2026.10.31","하땅세극장 (하땅세극장1 (지하))","연극","고은별, 황호찬, 이종헌, 최수라, 김예진","어단비, 윤시중, 이윤진 등","만 14세 이상","1시간","극단 하땅세(하땅세 극장), 극단 하땅세(하땅세 극장)","공연중","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294822_260821_101955.gif","PF294822"
"어린이 참여공연, 아빠와 난 초등1학년 [서울 노원]","2026.08.29","2026.08.29","노원구민의전당(구. 노원구민회관) (공연장)","연극","","","36개월 이상","1시간 10분","피비컴퍼니","공연예정","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294807_260629_135417.gif","PF294807"
"없는 잘못","2026.07.17","2026.07.26","미아리고개예술극장(구. 미아리예술극장) (미아리고개예술극장(구. 미아리예술극장))","연극","서혜주, 장명훈, 이음, 정수연, 문선아, 권혜빈, 조병국 등","윤주호, 장진웅, 오판진 등","만 12세 이상","1시간 20분","창작집단 양산박, 창작집단 양산박","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294800_260702_141701.gif","PF294800"
"제1회 N뮤즈 페스티벌, 더 호스트","2026.07.08","2026.07.12","나인진홀 (구.청년극장) (나인진홀 3관(5F))","연극","최성빈, 최정필, 이동현, 임유주, 이정윤, 박하은, 박민서","김문, 전병곤, 김민재 등","만 7세 이상","1시간 20분","(주) 나인진엔터테인먼트, 스튜디오 디오이오, 스튜디오 디오이오","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294788_260629_131205.jpg","PF294788"
"제6회 대한민국치유예술제, 고래와 불가사리","2026.07.03","2026.07.03","삼일로창고극장 (삼일로창고극장)","연극","김민희, 이서영","노은미, 모채원, 이영주 등","전체 관람가","1시간 10분","대한민국치유예술제 조직위원회","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294785_260629_130426.jpg","PF294785"
"고도를 기다리며 [서울 송파]","2026.07.11","2026.07.12","한바탕 소극장 (한바탕 소극장)","연극","한다람, 김에스더, 오찬영","송상익","전체 관람가","","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294782_260629_124928.jpg","PF294782"
"버니의 세포들","2026.07.24","2026.08.09","극장 봄 (봄소극장) (극장 봄)","연극","이은경, 민라헬, 최혜진, 이인화","차지성, 이보람, 조남길 등","만 15세 이상","1시간 10분","극단 피이삼, 극단 피이삼, 프로젝트 패밀리","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF294774_260812_095813.jpg","PF294774"
